10, 0.091104, 0.002000
100, 0.022528, 0.098000
1000, 0.033824, 9.567000
2000, 0.091776, 39.008000
5000, 0.511040, 241.664000
7500, 1.352512, 544.770000
10000, 2.327936, 962.031000
20000, 8.949920, 3849.734000
25000, 0.000000, 6005.723000
