10, 233.888000, 0.001000
100, 116.704000, 0.097000
1000, 105.921000, 9.862000
2000, 105.245000, 41.010000
5000, 121.157000, 256.929000
7500, 156.937000, 583.490000
10000, 229.948000, 1042.183000
20000, 512.951000, 4100.620000
25000, 228.389000, 6442.870000
